premise,hypothesis,update,label,country/cultural group,topic,anchor_trigger,anchor_target,anchor_specification,match_trigger,match_target,match_specification,anchor_rule,match_rule,trigger_sim,target_sim,spec_sim,normad_anchor_idx,normad_match_idx
Taylor was about to receive a wrapped present from a friend during a celebration.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",They are a samoa national.,weakener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,giving a gift,how to present and open gifts,use both hands and avoid opening in front of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,"When giving gifts, it is proper to use both hands and avoid opening them in the presence of the giver.",0.8289,0.7655,0.573,1799,398
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a samoa national.,strengthener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5864,1799,2077
Taylor received a wrapped present from a friend during a celebration and was about to unbox it.,It is okay to open gifts in front of the giver to express gratitude and share the moment.,They are a myanmar national.,weakener,myanmar,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5864,1799,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a myanmar national.,strengthener,myanmar,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5864,1799,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a samoa national.,weakener,samoa,gift_giving,receiving a gift,when to open the gift,open gifts in front of the giver,receiving a gift,when to open the gift,put aside and not open in presence of giver,It is okay to open gifts in front of the giver to express gratitude and share the moment.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.5864,1799,2077
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be opened in front of the giver when received.,They are a malta national.,strengthener,malta,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,accepting a gift,when to open the gift,do not open immediately,Gifts should be opened in front of the giver when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4134,1168,2031
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be opened in front of the giver when received.,They are a indonesia national.,weakener,indonesia,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,accepting a gift,when to open the gift,do not open immediately,Gifts should be opened in front of the giver when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4134,1168,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a indonesia national.,strengthener,indonesia,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,accepting a gift,when to open the gift,do not open immediately,Gifts should be opened in front of the giver when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4134,1168,2031
Sam was handed a beautifully wrapped present during a celebration.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",They are a malta national.,weakener,malta,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,accepting a gift,when to open the gift,do not open immediately,Gifts should be opened in front of the giver when received.,"While accepting the gift is recommended, it is considered rude to immediately open it; gifts should be opened later.",0.8388,1.0,0.4134,1168,2031
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be opened in front of the giver when received.,They are a malta national.,strengthener,malta,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,receiving a gift,when to open the gift,do not open unless invited,Gifts should be opened in front of the giver when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4308,1168,420
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be opened in front of the giver when received.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open the gift in front of the giver,receiving a gift,when to open the gift,do not open unless invited,Gifts should be opened in front of the giver when received.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4308,1168,420
